"No","year","month","day","hour","PM2.5","PM10","SO2","NO2","CO","O3","TEMP","PRES","DEWP","RAIN","wd","WSPM","station"
2529,2013,6,14,8,71,156,24,55,1100,70,25,1000.9,12.9,0,"ESE",1.9,"Changping"
2530,2013,6,14,9,91,181,30,57,1100,83,26,1000.7,13.5,0,"SSE",1.8,"Changping"
2531,2013,6,14,10,111,194,33,56,1100,105,27,1000.3,14.1,0,"E",2.2,"Changping"
2532,2013,6,14,11,122,198,36,52,1200,133,28.6,999.8,13.3,0,"E",2.9,"Changping"
2533,2013,6,14,12,141,199,36,53,NA,186.1398,30.2,998.9,12.1,0,"SE",2.8,"Changping"
2534,2013,6,14,13,145,187,37.128,31.6162,NA,252.756,30.8,998.6,11.7,0,"S",5.8,"Changping"
2535,2013,6,14,14,116,158,34,17,1000,268,31.1,997.9,10.4,0,"SSE",4.1,"Changping"
2536,2013,6,14,15,102,149,21,15,900,260,31.2,997.3,11.6,0,"S",5.1,"Changping"
2537,2013,6,14,16,92,150,21,16,NA,249.543,30.6,996.7,12.5,0,"S",3.9,"Changping"
2538,2013,6,14,17,115,147,14,14,NA,275.4612,30.2,996.8,13.5,0,"SSW",2.8,"Changping"
2539,2013,6,14,18,124,173,15.708,27.5102,NA,270.5346,29.3,997.4,13.9,0,"S",1.6,"Changping"
2540,2013,6,14,19,124,167,14.8512,32.848,NA,252.9702,28.7,997.8,13.8,0,"S",2.3,"Changping"
2541,2013,6,14,20,125,167,14.28,38.8017,NA,230.6934,27.9,997.9,13.8,0,"SE",1.6,"Changping"
2542,2013,6,14,21,132,168,15,39,NA,173.9304,26.2,998.8,15,0,"E",1.8,"Changping"
2543,2013,6,14,22,150,221,14,52,1300,149,25.4,999.4,14.2,0,"E",2,"Changping"
2544,2013,6,14,23,130,221,15,53,NA,137.9448,24.7,998.6,12.9,0,"E",1.6,"Changping"
2545,2013,6,15,0,116,187,21,47,NA,124.6644,23.7,999.1,12.3,0,"ENE",0.4,"Changping"
2546,2013,6,15,1,106,144,30,36,1100,116,22.4,998.8,14,0,"NNE",1.6,"Changping"
2547,2013,6,15,2,101,145,31,37,NA,101.9592,21.9,998.8,13.8,0,"NE",0.6,"Changping"
2548,2013,6,15,3,105,129,19.4208,28.1261,NA,99.8172,20.8,999.1,14.4,0,"NNE",0.5,"Changping"
2549,2013,6,15,4,109,129,20,29,NA,102.3876,19.6,999.6,14.2,0,"NE",0.4,"Changping"
2550,2013,6,15,5,114,128,15,25,NA,68.1156,20,999.9,13.9,0,"N",0.4,"Changping"
2551,2013,6,15,6,107,117,10,26,1000,71,21.4,1000.3,14.5,0,"NNW",1.3,"Changping"
2552,2013,6,15,7,94,117,10,27,NA,64.26,23,1000.2,13.5,0,"ENE",0.9,"Changping"
2553,2013,6,15,8,70,96,26,38,900,66,24.2,1000.1,13.7,0,"ENE",1.1,"Changping"
2554,2013,6,15,9,73,96,26,38,NA,77.7546,25,999.9,14.2,0,"E",0.9,"Changping"
2555,2013,6,15,10,79,113,39,33,1000,92,26,999.5,14.5,0,"ESE",1.8,"Changping"
2556,2013,6,15,11,91,114,40,33,NA,109.8846,26.7,998.9,15.4,0,"SSW",1.7,"Changping"
2557,2013,6,15,12,104,144,48,32,1399,133,27.7,998.2,14.7,0,"E",2.3,"Changping"
2558,2013,6,15,13,119,156,50,32,1500,178,28.4,997.5,15,0,"S",1.4,"Changping"
2559,2013,6,15,14,137,156,50,32,NA,208.4166,29.2,997.2,15.3,0,"ESE",2.4,"Changping"
2560,2013,6,15,15,154,205,52,40,1800,231,29.9,996.6,15.6,0,"W",0.5,"Changping"
2561,2013,6,15,16,151,213,50,42,1899,256,29.8,996.3,15.9,0,"NE",0.6,"Changping"
2562,2013,6,15,17,153,214,51,42,NA,275.0328,29.4,996.5,16.2,0,"NE",1.2,"Changping"
2563,2013,6,15,18,159,216,49,41,2100,278,28.6,996.5,16.5,0,"E",1,"Changping"
2564,2013,6,15,19,158,209,40,44,2100,251,28,996.6,16.9,0,"ENE",1,"Changping"
2565,2013,6,15,20,165,196,32,42,1800,246,27.9,997.6,18,0,"ENE",0.9,"Changping"
2566,2013,6,15,21,171,196,32,42,NA,221.0544,26.9,997.3,17.9,0,"E",0.8,"Changping"
2567,2013,6,15,22,204,233,26,35,NA,188.9244,26.9,997.3,17.4,0,"E",1.8,"Changping"
2568,2013,6,15,23,218,234,26,34,1899,184,26.3,997.1,15.7,0,"ENE",1.2,"Changping"
2569,2013,6,16,0,186,234,27,34,NA,177.3576,25.7,996.9,15.1,0,"E",1.6,"Changping"
2570,2013,6,16,1,144,150,37.6992,23.6095,NA,180.1422,24.8,996.6,15.7,0,"ENE",0.7,"Changping"
2571,2013,6,16,2,130,141,36,19,1100,175,23.7,996.3,17,0,"NNW",1.4,"Changping"
2572,2013,6,16,3,130,152,28,19,1200,162,22.7,996.3,16.5,0,"N",0.8,"Changping"
2573,2013,6,16,4,160,153,28,19,NA,142.8714,22.2,996.2,16.2,0,"NNE",0.4,"Changping"
2574,2013,6,16,5,155,169,22,26,NA,127.8774,22.3,996,16.3,0,"NNE",0.4,"Changping"
2575,2013,6,16,6,137,137,18,21,1100,124,22.7,996,16.3,0,"ENE",0.6,"Changping"
2576,2013,6,16,7,128,138,19,22,NA,109.242,23.3,995.8,16.8,0,"SSE",0.4,"Changping"
2577,2013,6,16,8,128,137,19,26,NA,91.2492,23.2,995.4,17,0,"WNW",0.5,"Changping"
2578,2013,6,16,9,136,161,30,34,1500,96,22.6,995.4,18.2,0.1,"NNW",0.7,"Changping"
2579,2013,6,16,10,153,161,31,35,NA,74.1132,22.4,995,19.2,0.3,"SW",0.4,"Changping"
2580,2013,6,16,11,168,187,14.5656,43.9342,NA,43.0542,21.3,995,19.2,0.7,"NW",0.7,"Changping"
2581,2013,6,16,12,167,137,7.4256,47.4243,NA,27.6318,20.7,994.7,19,0.9,"WNW",0.6,"Changping"
2582,2013,6,16,13,155,137,7,43,1500,52,21.2,993.7,19.1,0.1,"N",0.6,"Changping"
2583,2013,6,16,14,162,126,10,35,1700,70,21.4,993.6,19.5,0,"N",0.1,"Changping"
2584,2013,6,16,15,171,128,10,48,1700,50,21.5,993.4,19.2,0,"NNW",0.4,"Changping"
2585,2013,6,16,16,173,130,11,49,NA,10.4958,21.6,993.5,19.9,0,"NW",1.1,"Changping"
2586,2013,6,16,17,195,130,5,64,NA,10.4958,21.8,993.7,19.9,0,"W",0.4,"Changping"
2587,2013,6,16,18,200,159,6,69,2000,7,22,994.2,19.9,0,"NW",0.8,"Changping"
2588,2013,6,16,19,189,150,7,67,2100,5,21.7,994.4,20,0,"NNW",0.6,"Changping"
2589,2013,6,16,20,199,163,7,68,NA,4.0698,21.9,995.2,19.8,0,"E",0.6,"Changping"
2590,2013,6,16,21,205,163,10,66,NA,5.7834,21.8,995.4,20.1,0,"E",0.1,"Changping"
2591,2013,6,16,22,220,159,6.2832,29.7685,NA,17.5644,21.6,995.1,20.2,0.3,"NNW",0.7,"Changping"
2592,2013,6,16,23,223,164,3.7128,29.5632,NA,11.5668,21.7,994.9,20.3,0,"E",0.7,"Changping"
2593,2013,6,17,0,204,164,4,30,NA,1.7136,21.8,994.8,20.4,0,"E",0.6,"Changping"
2594,2013,6,17,1,187,131,0.5712,38.5964,NA,1.4994,21.5,994.7,20.3,0,"E",0.1,"Changping"
2595,2013,6,17,2,171,114,3,36,2299,2,21.3,994.3,19.9,0,"N",0,"Changping"
2596,2013,6,17,3,171,103,3,31,2200,5,20.9,994.2,19.4,0,"NW",0.6,"Changping"
2597,2013,6,17,4,130,59,3,31,NA,5.1408,21.6,994.4,17.8,0,"ENE",1.3,"Changping"
2598,2013,6,17,5,94,38,3,30,1399,7,21.5,994.4,18.3,0,"NNE",0.4,"Changping"
2599,2013,6,17,6,35,35,3,14,900,21,24.5,994.1,18.7,0,"NNW",0.9,"Changping"
2600,2013,6,17,7,18,23,3,15,NA,23.7762,25.4,994.2,20.2,0,"S",1.5,"Changping"
2601,2013,6,17,8,42,60,6,32,1200,40,26.5,994,20.1,0,"SE",1.3,"Changping"
2602,2013,6,17,9,94,60,6,32,NA,40.4838,25.9,994,19.5,0,"E",1.2,"Changping"
2603,2013,6,17,10,57,36,2.5704,15.1922,NA,72.3996,27.5,993.7,18.8,0,"ESE",1.5,"Changping"
2604,2013,6,17,11,29,6,3,12,700,92,29.4,993.2,18.2,0,"E",2,"Changping"
2605,2013,6,17,12,18,26,3,15,600,119,30.4,992.7,16.8,0,"S",2,"Changping"
2606,2013,6,17,13,22,22,3,16,NA,139.4442,30.5,992.3,13.3,0,"SW",1.7,"Changping"
2607,2013,6,17,14,14,6,3,8,NA,143.9424,31.1,991.5,11.5,0,"SSE",3.8,"Changping"
2608,2013,6,17,15,13,6,3,6,300,143,31.4,991.3,12.2,0,"SW",2.6,"Changping"
2609,2013,6,17,16,10,14,3,9,400,149,30.6,990.9,12.5,0,"SSW",2.1,"Changping"
2610,2013,6,17,17,12,23,3,12,400,167,30.1,990.9,12.5,0,"SW",2.1,"Changping"
2611,2013,6,17,18,17,24,3,12,NA,183.5694,29.4,990.8,13.2,0,"SSW",2.1,"Changping"
2612,2013,6,17,19,25,41,0.5712,28.9473,NA,170.0748,28.5,991.1,14,0,"WSW",0.7,"Changping"
2613,2013,6,17,20,33,65,3.4272,53.1727,NA,150.5826,26.5,991.2,16.1,0,"ESE",0.7,"Changping"
2614,2013,6,17,21,33,75,3,39,700,106,25.3,991.1,15.6,0,"NNW",0.9,"Changping"
2615,2013,6,17,22,34,75,3,40,NA,79.4682,24.8,990.6,15.7,0,"NNE",0.5,"Changping"
2616,2013,6,17,23,31,40,1.1424,27.5102,NA,91.035,24.5,990.9,15.1,0,"NNE",1.1,"Changping"
2617,2013,6,18,0,28,36,0.2856,22.583,NA,89.5356,24.2,990.8,15.1,0,"NW",1.7,"Changping"
2618,2013,6,18,1,23,37,3,23,NA,94.248,23.4,990.5,15.4,0,"N",1.3,"Changping"
2619,2013,6,18,2,23,37,NA,24.4307,NA,76.8978,23.1,990,14.9,0,"NE",0.5,"Changping"
2620,2013,6,18,3,26,32,2.5704,21.7618,NA,NA,22.6,990,14.7,0,"NNE",0.6,"Changping"
2621,2013,6,18,4,24,35,1.9992,NA,NA,73.6848,22.2,989.6,14.8,0,"NE",0.4,"Changping"
2622,2013,6,18,5,22,36,3,13.3445,NA,80.9676,22.1,990.1,14.7,0,"NNE",0.5,"Changping"
2623,2013,6,18,6,24,35,3,17,500,74,24.1,990,15,0,"NNW",1.6,"Changping"
2624,2013,6,18,7,25,36,4,18,NA,78.183,27.3,989.6,14.7,0,"SSE",1.2,"Changping"
2625,2013,6,18,8,29,55,6,29,600,92,28.6,989.2,15.2,0,"SSE",0.8,"Changping"
2626,2013,6,18,9,47,88,7,35,800,121,29.2,989,15.3,0,"SSE",1.1,"Changping"
2627,2013,6,18,10,59,96,9,42,800,144,30.6,988.8,16.6,0,"SSW",1.4,"Changping"
2628,2013,6,18,11,58,84,9,36,700,170,32,988.1,13.2,0,"E",1.4,"Changping"
2629,2013,6,18,12,58,84,9,37,NA,202.8474,33,986.9,13.6,0,"S",3.5,"Changping"
2630,2013,6,18,13,17,37,6.2832,18.2717,NA,246.7584,33.2,986,14.3,0,"S",3.4,"Changping"
2631,2013,6,18,14,17,37,7,19,NA,201.348,33,985.7,13.1,0,"SSE",2.3,"Changping"
2632,2013,6,18,15,29,49,6,12,500,196,33.7,985.4,13.7,0,"SE",2.3,"Changping"
2633,2013,6,18,16,24,59,7,13,500,193,32.5,986.3,14.1,0,"E",1.6,"Changping"
2634,2013,6,18,17,30,74,7,19,600,196,32.2,986.8,14.8,0,"NNE",1.6,"Changping"
2635,2013,6,18,18,30,74,8,19,NA,191.4948,31.1,988,15.5,0,"NE",0.9,"Changping"
2636,2013,6,18,19,38,81,9,20,NA,161.2926,29.2,989.2,18,0,"NNE",0.9,"Changping"
2637,2013,6,18,20,43,84,7,31,700,146,28.7,990.4,16.3,0,"E",0.7,"Changping"
2638,2013,6,18,21,39,81,5,21,700,146,27.7,991,15.4,0,"NE",1.1,"Changping"
2639,2013,6,18,22,43,66,5,17,700,149,26.4,991.7,14.2,0,"ENE",1,"Changping"
2640,2013,6,18,23,43,66,6,18,NA,121.8798,26,992.7,17.6,0,"ESE",3.1,"Changping"
2641,2013,6,19,0,39,99,8,21,800,112,25,993.3,18,0,"E",1.1,"Changping"
2642,2013,6,19,1,40,99,9,22,NA,95.7474,23.8,993.5,17.1,0,"N",0.9,"Changping"
2643,2013,6,19,2,93,168,30,26,NA,98.9604,23,993.6,16.8,0,"NW",0.5,"Changping"
2644,2013,6,19,3,50,44,13,14,800,81,22.1,993.6,16.6,0,"NNW",0.6,"Changping"
2645,2013,6,19,4,50,61,13,14,NA,68.1156,21.7,993.8,17.1,0,"N",0.4,"Changping"
2646,2013,6,19,5,48,72,8,23,1000,53,21.7,994.3,16.9,0,"N",1,"Changping"
2647,2013,6,19,6,48,73,9,23,NA,49.266,24.7,994.6,17.9,0,"N",0,"Changping"
2648,2013,6,19,7,67,115,17.4216,37.5699,NA,55.0494,27.5,994.9,16.1,0,"WNW",0,"Changping"
2649,2013,6,19,8,68,115,18,38,NA,69.1866,29.8,994.7,15.1,0,"NW",1,"Changping"
2650,2013,6,19,9,73,111,22,41,NA,77.7546,31.5,994.6,13.3,0,"W",1.5,"Changping"
2651,2013,6,19,10,10,21,9,16,400,93,33,994.2,12.1,0,"ESE",1.9,"Changping"
2652,2013,6,19,11,12,22,6,8,300,112,33.5,993.9,12.5,0,"SW",2.9,"Changping"
2653,2013,6,19,12,18,44,6,8,400,142,34.1,993.3,12.4,0,"SSE",2.6,"Changping"
2654,2013,6,19,13,20,32,5,9,400,173,34.7,993,11.8,0,"SW",1.9,"Changping"
2655,2013,6,19,14,20,32,6,8.0067,NA,178.0002,35.2,992.7,12.2,0,"SE",1.6,"Changping"
2656,2013,6,19,15,20,21,5,8,NA,173.9304,35.7,992.3,11.4,0,"E",1.5,"Changping"
2657,2013,6,19,16,17,23,5,9,NA,171.1458,35.2,992.3,10.9,0,"SSW",3.3,"Changping"
2658,2013,6,19,17,14,28,4,13,300,180,34.7,992.8,9.9,0,"SSW",3,"Changping"
2659,2013,6,19,18,23,36,5,22,400,186,32.7,993.1,13.8,0,"S",1.6,"Changping"
2660,2013,6,19,19,23,37,5,23,NA,204.3468,32,993.3,14.2,0,"ESE",1,"Changping"
2661,2013,6,19,20,42,100,11,34,600,219,30.1,994.1,14.6,0,"NE",0.7,"Changping"
2662,2013,6,19,21,45,97,10,37,600,174,29.4,994.4,14.4,0,"ENE",1.2,"Changping"
2663,2013,6,19,22,46,98,10,37,NA,134.0892,28.2,994.7,15.1,0,"NNW",0.9,"Changping"
2664,2013,6,19,23,28,56,5,17,500,138,27.4,995.1,15.4,0,"NW",1.5,"Changping"
2665,2013,6,20,0,32,54,5,20,500,132,27.1,995.4,15.8,0,"NNW",0.6,"Changping"
2666,2013,6,20,1,29,60,5,17,500,140,26.3,995.4,15.7,0,"N",0.6,"Changping"
2667,2013,6,20,2,30,60,6,18,NA,136.6596,26,996,16,0,"NW",0.8,"Changping"
2668,2013,6,20,3,31,58,5,14,500,137,25.9,996.3,16.2,0,"NNW",0.8,"Changping"
2669,2013,6,20,4,34,63,4,17,500,123,25,996.6,17,0,"NNW",0.9,"Changping"
2670,2013,6,20,5,35,64,5,17,NA,94.8906,24.6,997.4,16.8,0,"N",0.5,"Changping"
2671,2013,6,20,6,45,95,8,94,700,36,24.8,997.8,16,0,"E",0.8,"Changping"
2672,2013,6,20,7,43,87,9,89,700,33,25.3,998.4,17.2,0,"N",0.5,"Changping"
2673,2013,6,20,8,44,88,9,89,NA,59.976,27.8,998.7,15.8,0,"ENE",0.6,"Changping"
2674,2013,6,20,9,32,79,6.8544,31.8215,NA,79.4682,29.3,998.7,16.8,0,"SE",1.2,"Changping"
2675,2013,6,20,10,33,80,7,32,NA,83.3238,28.8,999.1,18.6,0,"SW",2.2,"Changping"
2676,2013,6,20,11,42,104,8,36,700,103,30.2,998.9,16.6,0,"SW",1.2,"Changping"
2677,2013,6,20,12,62,126,10,49,800,130,30.5,998.9,15.4,0,"SSW",1.6,"Changping"
2678,2013,6,20,13,62,127,10,49,NA,159.1506,29.9,998.7,16.3,0,"SW",1.6,"Changping"
2679,2013,6,20,14,32,72,7,23,600,156,29.8,998.9,16.6,0,"SW",1.6,"Changping"
2680,2013,6,20,15,32,73,8,24,NA,145.0134,29.6,999.2,16.4,0,"W",1.1,"Changping"
2681,2013,6,20,16,37,84,8,33,NA,134.5176,29,999.3,18.1,0,"NNW",1,"Changping"
2682,2013,6,20,17,24,67,5.4264,30.3844,NA,112.0266,27.5,999.2,20.6,0,"WSW",1,"Changping"
2683,2013,6,20,18,34,116,4,38,700,102,26.3,999.3,17.4,0,"N",1.1,"Changping"
2684,2013,6,20,19,35,117,5,39,NA,36.414,26.1,999.8,16.6,0,"NE",0.9,"Changping"
2685,2013,6,20,20,15,67,4,38,600,65,26.1,1000.4,16.1,0,"N",0.8,"Changping"
2686,2013,6,20,21,15,68,5,38,NA,74.3274,25.1,1000.8,17,0,"N",1.6,"Changping"
2687,2013,6,20,22,21,34,4.8552,57.484,NA,25.2756,24.6,1001,16.8,0,"NNW",0,"Changping"
2688,2013,6,20,23,21,34,5,58,NA,12.852,24.6,1000.8,16.6,0,"NNE",0.5,"Changping"
2689,2013,6,21,0,14,40,7,70,NA,39.627,24.2,1001,16.7,0,"NNW",0.7,"Changping"
2690,2013,6,21,1,21,29,4.8552,31.6162,NA,41.3406,23.9,1000.8,16.4,0,"NNW",1,"Changping"
2691,2013,6,21,2,3,39,7.4256,57.0734,NA,19.0638,23.2,1000.7,16.3,0,"N",0,"Changping"
2692,2013,6,21,3,3,22,5.4264,39.6229,NA,36.1998,23.3,1000.7,15.9,0,"NW",0.6,"Changping"
2693,2013,6,21,4,3,22,6,40,NA,44.3394,23.4,1000.9,16,0,"ESE",1.2,"Changping"
2694,2013,6,21,5,27,39,9,29,500,33,23.5,1001.5,17,0,"NNW",0.5,"Changping"
2695,2013,6,21,6,46,94,11,35,800,31,23.7,1001.7,17.4,0,"NNW",0.8,"Changping"
2696,2013,6,21,7,72,133,13,41,1000,24,25.8,1001.8,16.1,0,"SSW",1.1,"Changping"
2697,2013,6,21,8,73,133,13,42,NA,17.3502,27.1,1001.8,17.3,0,"W",1.4,"Changping"
2698,2013,6,21,9,37,93,19,51,700,38,28.5,1001.4,17.4,0,"WSW",1,"Changping"
2699,2013,6,21,10,53,99,24,48,800,52,30.5,1001,17.2,0,"SW",1.1,"Changping"
2700,2013,6,21,11,53,99,24,48,800,52,31,1000.7,16.2,0,"SSW",2.5,"Changping"
2701,2013,6,21,12,28,69,22,36,700,74,31.2,1000.2,16,0,"S",2.5,"Changping"
2702,2013,6,21,13,35,39,15,19,500,132,31,999.7,14.2,0,"W",1.7,"Changping"
2703,2013,6,21,14,35,39,15,20,NA,147.5838,31.2,999.1,16.8,0,"S",3.4,"Changping"
2704,2013,6,21,15,3,66,13,14,500,181,29.9,999.1,17.4,0,"S",2.7,"Changping"
2705,2013,6,21,16,101,66,10,24,500,168,29.3,998.9,17.5,0,"ESE",2.5,"Changping"
2706,2013,6,21,17,26,91,8,27,500,147,28.1,999,18.2,0,"ESE",2.3,"Changping"
2707,2013,6,21,18,26,91,8,27,500,147,27.4,999,18.7,0,"ESE",2,"Changping"
2708,2013,6,21,19,11,106,7,33,NA,128.3058,26.5,999.1,18.4,0,"ESE",1.9,"Changping"
2709,2013,6,21,20,13,124,7,39,NA,102.3876,26.2,999.2,18.6,0,"ESE",2.2,"Changping"
2710,2013,6,21,21,3,98,6,43,800,75,25.7,999.7,18.4,0,"E",1.5,"Changping"
2711,2013,6,21,22,3,94,7,48,800,52,25.4,999.9,17.3,0,"E",1,"Changping"
2712,2013,6,21,23,3,55,6,37,600,54,25.1,1000,15.7,0,"E",1.4,"Changping"
2713,2013,6,22,0,3,55,6,38,NA,63.8316,24.7,1000.2,15.6,0,"E",0.8,"Changping"
2714,2013,6,22,1,NA,47,5.4264,27.0996,NA,60.4044,24.2,999.9,15.9,0,"NNE",0.9,"Changping"
2715,2013,6,22,2,3,52,NA,28,500,54,23.8,999.5,16.3,0,"ENE",0,"Changping"
2716,2013,6,22,3,3,51,3,25,NA,NA,23.7,999.6,16,0,"ESE",1.9,"Changping"
2717,2013,6,22,4,3,51,3,25,NA,37.9134,23.2,999.8,16,0,"ESE",1.8,"Changping"
2718,2013,6,22,5,3,66,5,31,600,46,22.8,1000.4,16.8,0,"NNE",1,"Changping"
2719,2013,6,22,6,3,66,5,31,NA,50.1228,21.3,1000.8,18.7,1.1,"N",0.5,"Changping"
2720,2013,6,22,7,31,86,3,30,600,30,21.2,1001.4,19.3,0.9,"NE",1.2,"Changping"
2721,2013,6,22,8,45,67,3,36,700,11,21.1,1001.5,19.6,1.1,"NNW",1.2,"Changping"
2722,2013,6,22,9,46,67,3,36,NA,15.4224,21.3,1001.4,19.6,1.4,"W",0.9,"Changping"
2723,2013,6,22,10,190,52,3,31,NA,16.7076,21.6,1001,19.3,0.6,"NE",1,"Changping"
2724,2013,6,22,11,218,52,1.7136,37.9805,NA,17.3502,21.6,1000.5,18.6,0,"NNE",0.8,"Changping"
2725,2013,6,22,12,3,3,3,8,500,57,21.9,1000.1,19.1,0,"NNW",1.3,"Changping"
2726,2013,6,22,13,3,10,3,6,500,49,22.2,999.4,18.8,0,"NW",1.3,"Changping"
2727,2013,6,22,14,3,10,3,6,500,49,22.2,998.7,18.8,0,"NNW",1.3,"Changping"
2728,2013,6,22,15,72,30,3,23,NA,39.8412,22.5,998.7,18.1,0,"SW",1,"Changping"
2729,2013,6,22,16,3,6,3,14,NA,36.1998,22.8,998.4,17.7,0,"NW",0.8,"Changping"
2730,2013,6,22,17,3,27,3,9,NA,18.207,22.6,998.2,18.2,0,"SW",0.5,"Changping"
2731,2013,6,22,18,3,15,3,33,500,25,22.2,998.2,19.2,0,"SSW",1.3,"Changping"
2732,2013,6,22,19,23,65,3,52,700,6,21.9,998.4,19.5,0,"NW",1.2,"Changping"
2733,2013,6,22,20,23,66,3,52,NA,13.7088,21.4,998.9,19.3,0,"NNW",0.6,"Changping"
2734,2013,6,22,21,NA,69,2.856,56.4575,NA,2.5704,20.9,999.2,18.5,0,"N",0.8,"Changping"
2735,2013,6,22,22,NA,54,2.856,48.4508,NA,2.3562,20.7,998.7,18.3,0,"N",1.8,"Changping"
2736,2013,6,22,23,3,18,3,19,500,13,20.6,998.3,18,0,"N",0.7,"Changping"
2737,2013,6,23,0,3,18,3,19,NA,14.1372,20.6,998,17.8,0,"N",0,"Changping"
2738,2013,6,23,1,3,9,3,12,400,20,20.5,997.7,17.5,0,"N",0,"Changping"
2739,2013,6,23,2,3,10,3,13,NA,22.0626,20.2,997.4,17,0,"NNE",0.7,"Changping"
2740,2013,6,23,3,3,12,3,13,NA,15.6366,19.8,997.1,17.2,0,"NNE",0.7,"Changping"
2741,2013,6,23,4,NA,11,NA,21.9671,NA,18.207,19.6,996.9,16.8,0,"NNE",0,"Changping"
2742,2013,6,23,5,NA,20,0.8568,18.8876,NA,16.9218,19.7,996.6,16.9,0,"ENE",0.4,"Changping"
2743,2013,6,23,6,3,27,3,15,500,18,22.7,996.5,16.9,0,"WSW",0.5,"Changping"
2744,2013,6,23,7,3,27,3,15,NA,26.1324,23.9,996.5,17.2,0,"SSW",1.3,"Changping"
2745,2013,6,23,8,3,35,3,16,NA,33.6294,24.8,996.1,18,0,"SW",0.9,"Changping"
2746,2013,6,23,9,NA,63,5.1408,32.6427,NA,41.3406,26.6,995.8,18.5,0,"SW",1.8,"Changping"
2747,2013,6,23,10,3,63,6,33,NA,58.0482,28.3,995.2,17.5,0,"SE",0.7,"Changping"
2748,2013,6,23,11,29,53,8.568,30.3844,NA,79.4682,29.4,994.6,16.9,0,"SSW",2.6,"Changping"
2749,2013,6,23,12,14,43,9,24,600,111,30.2,993.8,15.5,0,"SE",2.7,"Changping"
2750,2013,6,23,13,15,44,9,24,NA,143.7282,30.8,993.3,13.6,0,"SSE",3.3,"Changping"
2751,2013,6,23,14,22,29,7,13,NA,164.934,31.3,992.8,12.6,0,"S",2.9,"Changping"
2752,2013,6,23,15,80,15,1.7136,4.7219,NA,158.2938,31.8,992,13.5,0,"E",1.7,"Changping"
2753,2013,6,23,16,3,29,3,7,400,178,31.7,991.5,13.5,0,"SSW",2.6,"Changping"
2754,2013,6,23,17,3,30,3,7,NA,220.1976,30.1,992,14.2,0,"SSW",2.8,"Changping"
2755,2013,6,23,18,3,68,4,20,600,252,29.1,992.4,15.6,0,"SSW",2.9,"Changping"
2756,2013,6,23,19,3,73,5,30,600,217,28.1,992.8,16.1,0,"SSE",1,"Changping"
2757,2013,6,23,20,3,73,5,30,NA,174.1446,27.5,993.5,16.5,0,"S",2.5,"Changping"
2758,2013,6,23,21,124,96,6,33,NA,142.0146,27.1,994,16.7,0,"S",0.9,"Changping"
2759,2013,6,23,22,3,83,4,39,700,116,24.2,994.1,17.4,0,"N",0.5,"Changping"
2760,2013,6,23,23,3,84,5,39,NA,92.5344,24,994.5,17.5,0,"N",0,"Changping"
2761,2013,6,24,0,3,103,4,42,800,78,23.7,994.7,17.4,0,"N",1.2,"Changping"
2762,2013,6,24,1,3,75,3,32,700,76,22.9,994,17.4,0,"NW",1.1,"Changping"
2763,2013,6,24,2,3,66,3,28,700,74,22.3,994,17.7,0,"N",1.1,"Changping"
2764,2013,6,24,3,3,76,3,26,700,68,22.2,993.9,17.1,0,"NNE",0.4,"Changping"
2765,2013,6,24,4,3,53,3,18,700,74,21.7,994.2,17.5,0,"NNW",1.8,"Changping"
2766,2013,6,24,5,3,72,3,17,700,70,21.8,994.3,17.8,0,"E",1,"Changping"
2767,2013,6,24,6,3,72,3,17,NA,56.3346,23.4,994.7,18.9,0,"ESE",2.1,"Changping"
2768,2013,6,24,7,53,181,5,30,1300,52,23.3,995.2,19,0,"E",1.2,"Changping"
2769,2013,6,24,8,151,256,6,29,1899,58,24.2,995.6,19.1,0,"NNE",0.6,"Changping"
2770,2013,6,24,9,151,257,7,29,NA,77.7546,24.4,995.1,19.5,0,"W",0.9,"Changping"
2771,2013,6,24,10,126,210,5,26,NA,96.6042,26.3,994.8,18.7,0,"SE",2.2,"Changping"
2772,2013,6,24,11,76,106,4,16,1200,141,27.2,994.6,19,0,"ESE",1.5,"Changping"
2773,2013,6,24,12,70,144,5,21,1200,175,27.7,993.9,18.7,0,"ESE",2.5,"Changping"
2774,2013,6,24,13,71,145,5,21,NA,200.4912,28.7,993.2,19.9,0,"ESE",1.8,"Changping"
2775,2013,6,24,14,96,152,5,17,1200,215,28.5,992.2,20,0,"E",1.5,"Changping"
2776,2013,6,24,15,97,153,5,18,NA,225.1242,28.3,991.8,20.3,0,"E",1.8,"Changping"
2777,2013,6,24,16,89,161,10,23,1600,225,28.6,991.2,20.3,0,"S",1.3,"Changping"
2778,2013,6,24,17,89,161,10,23,NA,210.7728,28.6,991.7,19.8,0,"SSE",2,"Changping"
2779,2013,6,24,18,3,127,10,29,1100,198,23.7,993.6,19.2,2.5,"NW",4.5,"Changping"
2780,2013,6,24,19,3,127,10,29,NA,153.5814,21.6,990.6,19.3,1.9,"N",0.8,"Changping"
2781,2013,6,24,20,3,3,3,19,500,113,21.2,992.2,19.3,0.1,"S",1.5,"Changping"
2782,2013,6,24,21,3,6,3,27,600,76,21.9,994.2,19.6,0,"E",1.7,"Changping"
2783,2013,6,24,22,3,26,3,16,500,88,20.9,994.5,19.4,0,"WNW",1.4,"Changping"
